city2,genus,PLACEFIPS,FIPS,STFIPS.x,HOUSEUNITS,POPULATION,ecoprovmajority,NAME.y,fdmed1stmean,fdmedlastmean,frzfremedmean,gddmenmean,logdnsmean,logdtrmean,logdtrdnsmean,mindexmean,phmnxtmpmean,pptmeasmean,pptmenmean,tmpmaxmean,tmpmaxsummean,uselevmean,phzone,ha,ecoprovmaj,xcoord,ycoord,namestate,County,inc_1969,inc_1979,inc_1989,State,Mean.YEAR,Mean.Value,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,coastdat.coast3,canopy,city,small,med,large,state,trait_value.diameter.at.breast.height..1.3.m.,trait_value.leaf.area,trait_value.leaf.dry.mass,trait_value.seed.mass,trait_value.whole.plant.height,OrigValueStr.Leaf.length,OrigValueStr.Leaf.thickness,OrigValueStr.Leaf.width,OrigValueStr.Plant.growth.rate,OrigValueStr.Plant.height.vegetative,OrigValueStr.Plant.lifespan..longevity.,OrigValueStr.Stem.diameter,small_cor,med_cor,large_cor,log_small
COLUMBUS MT,abies,3016825,36021,30,843,2098,331,COLUMBUS,263.4956859,140,123.4956859,2135.349551,168.8,0,161.2,0.059595602,-3092,62.38847982,395.6246327,155.6379594,281.938079,1099.300847,42,354.82863,331,-1030064,2588351,StillwaterMontana,"Stillwater County, MT",26123,22186,18395,Montana,1970.188953,181902.9851,76,161,37,8853,304,-121,425,120,-37,192,-37,380,75,13,55,169,43,112,43,1016496,0.020066023,COLUMBUS,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CONCORD CA,abies,616000,16029,6,47125,126988,261,CONCORD,338.55,61.15,277.4,3703.9,158.3333333,29.01282051,124.974359,-0.346103385,-290.5679012,50.95,477.95,221,298.9500031,75.22858513,92,7912.41945,261,-2234385,1967299,Contra CostaCalifornia,"Contra Costa County, CA",23271,38323,36526,California,1970.161798,427560.9076,149,121,50,4343,276,38,238,91,198,201,91,467,103,1,88,254,6,9,254,23977.32693,0.027744258,CONCORD,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CONRAD MT,abies,3017275,36119,30,1266,2598,331,CONRAD,254,149,105,1753.530588,225,0,199.6666667,0.019836389,-3306.75,68,304.4030658,136,258.5969342,1072.023364,41,323.74875,331,-1191099,2897476,PonderaMontana,"Pondera County, MT",18522,27022,21436,Montana,1959.873532,137594.2685,61,151,36,8992,276,-136,412,153,-55,176,-55,299,59,7,67,146,28,128,28,768633.0003,0.007536633,CONRAD,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
COOK NE,abies,3110390,37061,31,169,316,251,COOK,279,116,163,3583,183,12,241,0.247875795,-2521,83,816,172,302.3333435,332.030303,52,44.02983,251,-13581,1944190,JohnsonNebraska,"Johnson County, NE",19173,19305,17735,Nebraska,1956.851852,70681.81818,107,134,31,10411,320,-111,431,215,-33,238,-33,818,108,20,48,322,70,316,70,1193919.456,0.109834025,COOK,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
COOL VALLEY MO,abies,2916228,36059,29,483,1193,223,COOL VALLEY,295.4917139,103,192.4917139,4265.425433,217.2585384,0,156.0708402,0.264442823,-1999,97.49171478,992.1400666,184.5700333,305.7133599,163.0969697,62,124.31952,223,490131,1758796,St. LouisMissouri,"St. Louis County, MO",20064,37078,37121,Missouri,1953.373102,81644.51827,129,115,29,9487,318,-66,384,227,2,248,2,963,103,48,20,293,177,269,177,912891.1238,0.138875912,COOL VALLEY,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
COOPERSTOWN ND,abies,3815900,42051,38,543,931,332,COOPERSTOWN,263,136,127,2231.154266,235,0,187,0.252903372,-3372.75,79,519.4509829,106.6644035,265.7384695,439.5736196,41,251.22903,332,-161307,2718693,GriggsNorth Dakota,"Griggs County, ND",42417,22250,19897,North Dakota,1959.823529,94798.65772,45,131,26,12447,285,-204,489,196,-126,196,-126,492,86,10,60,226,38,226,38,1086979.958,0.005297918,COOPERSTOWN,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CORAL GABLES FL,abies,1214250,18091,12,20266,48793,411,CORAL GABLES,225.3,16.2,208.7,9335.4,197.8857143,21.37142857,155.6571429,-0.086653432,360,122.7,1512.7,285.4,319.0666687,1.456792824,102,3462.81663,411,1587088,427073,NA,NA,27941,28756.75748,26234.44882,NA,1968.961609,647053.2984,241,71,44,3071,314,156,158,270,199,278,199,1295,205,44,51,479,157,446,157,2249.486735,0.368959075,CORAL GABLES,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CORVALLIS OR,abies,4115800,46067,41,23423,56330,242,CORVALLIS,300,115.875,184.125,2066.875,188.5945946,8.243243243,167.2432432,0.093046291,-785.0857143,137.25,1139.333333,172,257.4074131,82.97364119,82,3716.63565,242,-2132149,2705940,BentonOregon,"Benton County, OR",32297,27131,25209,Oregon,1976.045643,307224.9894,111,117,44,5120,273,9,264,53,177,179,49,1108,195,12,68,547,64,68,510,57722.27102,0.145098533,CORVALLIS,,,,OR,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
COSTA MESA CA,abies,616532,16051,6,42120,116004,261,COSTA MESA,-1,-1,-1,4576.3,207.0243902,0.87804878,154.0731707,-0.578908192,190.0487805,28.3,314.8,213.1,238.4000015,4.781872325,102,4081.82424,261,-2000081,1409362,MarionIndiana,"Marion County, IN",29152,29157,30260,Indiana,1970.789217,633060.6429,172,114,55,3216,275,69,206,137,208,216,134,295,64,0,95,176,4,8,166,5771.740353,0.003995103,COSTA MESA,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
COVINGTON WA,abies,5315290,6001,53,6081,19096,242,COVINGTON,293.75,111,182.75,1803,190.2941176,2.117647059,191.9411765,0.23240149,-858,157.25,1178.6,156,234.4666626,131.5738355,82,1530.68409,242,-1958623,2978945,KingWashington,"King County, WA",26031,34715,32750,Washington,1985.517111,301397.4517,102,103,42,4946,244,3,241,45,167,167,42,1228,179,31,48,519,133,133,474,16656.84476,0.243707819,COVINGTON,,,,WA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CRANBURY NJ,abies,3415520,38095,34,745,2262,232,CRANBURY,291,114.0554591,176.9445409,3293.628884,164.5431215,16.03137767,205.7975585,0.378032481,-1795,108.0633163,1215.92139,171,283.8098982,30.44497608,62,315.97878,232,1794731,2125458,MiddlesexNew Jersey,"Middlesex County, NJ",23319,38249,36168,New Jersey,1966.727159,665329.053,113,114,32,8562,296,-59,355,215,1,222,1,1160,123,75,13,339,255,327,255,27696.14641,0.320715507,CRANBURY,,,,NJ,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CRANSTON RI,abies,4419180,48427,44,33117,82398,221,CRANSTON,289.25,113.9,175.35,2728.9,182.1688312,9.051948052,165.6363636,0.380101249,-1881.315068,112.2,1220.1,154,265.7833374,58.47801807,62,7469.53116,221,2001057,2344238,KentRhode Island,"Kent County, RI",17343,30925,31472,Rhode Island,1959.075742,251968.2949,96,108,30,8612,275,-78,353,9,181,206,-17,1205,120,85,10,335,266,272,311,8104.569393,0.353342889,CRANSTON,,,,RI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CREIGHTON NE,abies,3111230,37047,31,599,1105,332,CREIGHTON,271,124,147,3354.135146,202.6666667,0,198.6666667,0.214254171,-2744,73,649,164,300,491.9349398,51,313.38879,332,-155840,2164462,KnoxNebraska,"Knox County, NE",20017,18127,14068,Nebraska,1955.910569,87385.3211,94,136,30,10826,315,-130,445,206,-52,229,-52,551,85,11,54,235,42,225,42,1440025.9,0.068207114,CREIGHTON,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CREVE COEUR MO,abies,2917272,36059,29,8433,17965,223,CREVE COEUR,291,104.25,186.75,4107.25,188.88,0.88,154.92,0.275508411,-2046.68,93.25,1018.125,184.875,304.4583397,179.6161501,62,2670.27969,223,478742,1751041,St. LouisMissouri,"St. Louis County, MO",26761,37078,37121,Missouri,1977.014289,430467.4301,127,120,30,9421,317,-71,388,223,-1,244,-1,980,104,49,19,294,180,270,180,908987.5043,0.249411705,CREVE COEUR,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CROSBY ND,abies,3816940,42107,38,613,1222,332,CROSBY,261,138,123,2144.518817,194,3,195.25,0.168529809,-3480.5,66.82746034,378.1826122,115.8157581,272.8157581,596.6185345,32,354.82863,332,-540781,2899810,DivideNorth Dakota,"Divide County, ND",17512,23560,19560,North Dakota,1960.108844,124833.3333,39,135,27,12034,280,-205,485,163,-123,187,-123,368,66,9,65,177,31,171,31,1126081.201,0.000892315,CROSBY,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CULBERTSON MT,abies,3018475,36045,30,336,769,331,CULBERTSON,252,140,112,2164,210.5,0,233.5,0.099013568,-3601.5,72,347,135,289.3333435,585.4492754,32,155.3994,331,-638422,2823019,RooseveltMontana,"Roosevelt County, MT",17025,24820,20778,Montana,1962.277937,192021.2766,53,154,31,11559,300,-189,489,172,-104,196,-104,348,71,8,67,175,29,156,29,1248545.241,0.007806152,CULBERTSON,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CULPEPER VA,abies,5120752,55071,51,6271,18017,221,CULPEPER,291.25,108.25,183,4098,178.2222222,12.66666667,203.6666667,0.298723921,-1690.833333,102,1137.6,200.2,305,129.4324216,71,1882.92273,221,1546372,1862450,CulpeperVirginia,"Culpeper County, VA",21617,26035,21026,Virginia,1982.583646,229103.9786,127,130,36,8284,306,-54,360,231,16,231,16,1076,103,72,12,302,222,302,222,56185.79996,0.18983362,CULPEPER,,,,VA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CURTIS NE,abies,3111825,37091,31,426,857,332,CURTIS,268,131,137,2992.96796,179,7.666666667,208.3333333,0.062537606,-2682,60,527.5236417,179,307.6666565,786.4617284,51,310.7988,332,-378244,1966933,FrontierNebraska,"Frontier County, NE",13880,21511,16945,Nebraska,1960.496368,84955.75221,97,158,35,9882,321,-119,440,199,-30,225,-30,519,94,9,67,260,31,231,31,1317638.268,0.074752389,CURTIS,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
CYPRESS CA,abies,617750,16043,6,16068,50500,261,CYPRESS,-1,-1,-1,5098.333333,207.6470588,2.705882353,148.3529412,-0.576140165,232.5555556,27,335.3333333,234.6666667,269.9999898,3.287925697,102,1714.57338,261,-2007436,1428351,Los AngelesCalifornia,"Los Angeles County, CA",22778,29410,29127,California,1972.49612,561431.9092,174,116,53,3405,282,67,215,137,213,221,132,286,65,0,94,166,3,8,158,10164.61443,0.00284079,CYPRESS,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DAKOTA CITY NE,abies,3112000,37117,31,657,2003,251,DAKOTA CITY,278,118,160,3307.06388,219.5,9.5,194.5,0.245699957,-2662.6,86.06387952,680.9401502,152.9401502,288.6666565,331.3666027,51,404.03844,251,-34377,2157790,WoodburyIowa,"Woodbury County, IA",15592,26901,24161,Iowa,1972.131579,125307.0175,91,127,28,10970,305,-134,439,205,-57,227,-57,681,104,14,53,286,53,266,53,1407826.898,0.040411081,DAKOTA C,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DALLAS TX,abies,4819000,53011,48,516639,1283763,255,DALLAS,324.36,72.24,252.12,6415.188,168.2426694,19.08695652,150.8806876,0.032775399,-977.1750503,70.9,969.016129,245.0483871,343.0940852,154.1096482,81,99784.54473,255,-71325,1080569,CollinTexas,"Collin County, TX",17879,40551,26811,Texas,1974.879703,236582.9341,185,120,34,7870,353,9,344,226,94,284,81,934,133,49,31,322,171,196,171,381753.8019,0.240544077,DALLAS DT,,,,TX,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DANVILLE IA,abies,1918435,25025,19,387,948,251,DANVILLE,288.5,110,178.5,3475.5,180.5,6.5,199,0.327753487,-2445.326071,96,942.5,159,288,216.453125,52,196.83924,251,391585,1992975,Des MoinesIowa,"Des Moines County, IA",26015,28909,25829,Iowa,1962.645631,119682.5397,102,115,28,10308,301,-109,410,208,-39,228,-39,921,109,30,36,313,112,309,112,1166061.13,0.005995392,DANVILLE,,,,IA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DAVID CITY NE,abies,3112315,37179,31,1274,2925,251,DAVID CITY,283.5,114,169.5,3448,198.6666667,7.666666667,149,0.233669329,-2590.75,80,753,163,297.5,498.0086083,52,538.71792,251,-93904,2028679,ButlerNebraska,"Butler County, NE",25367,22809,16139,Nebraska,1964.176755,128866.3172,100,124,29,10513,308,-116,424,209,-41,231,-41,734,114,15,53,301,59,282,59,1293294.77,0.049569946,DAVID CITY,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DAVIE FL,abies,1216475,18027,12,37306,98252,411,DAVIE,373.0833333,25,348.0833333,9202.25,183.5684211,6.652631579,186.3052632,-0.073007951,222.8571429,121.7083333,1529.333333,286.5833333,320.8611196,3,102,9220.3644,411,1578816,467220,WoodburyIowa,"Woodbury County, IA",25186,26901,24161,Iowa,1986.491242,288665.9772,239,89,48,3247,323,141,182,276,195,278,195,1520,235,58,48,571,182,537,182,16589.45106,0.227368991,DAVIE,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DAVIS CA,abies,618100,16057,6,25869,67548,262,DAVIS,330.4,57.6,272.8,4316.2,199.6538462,13.92307692,193.3846154,-0.321469198,-341.6538462,52.2,494.8,234.8,327.8666626,12.65385752,92,2569.27008,262,-2194691,2024063,SolanoCalifornia,"Solano County, CA",24603,32280,28114,California,1981.108506,576655.6759,159,151,47,5923,343,28,315,82,231,231,82,470,104,1,88,260,7,7,260,70596.64534,0.048013802,DAVIS,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DAVISON MI,abies,2619880,30087,26,2593,4985,222,DAVISON,275.6666667,130,145.6666667,2618.666667,190.5,7.166666667,223.3333333,0.321126604,-2326.25,111,791.7979199,139,267.2291145,243.3550296,52,512.81802,222,1008732,2292586,GeneseeMichigan,"Genesee County, MI",30917,35182,32891,Michigan,1965.199375,101086.0979,85,111,29,9631,283,-99,382,195,-44,204,-44,760,87,33,26,240,120,236,120,711282.1322,0.200246132,DAVISON,,,,MI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DEDHAM MA,abies,2516530,29113,25,10191,25691,221,DEDHAM,289.7142857,115.2857143,174.4285714,2642.285714,195.8888889,6.407407407,194.1481481,0.38816097,-1981.740741,114,1260.666667,149.6666667,265.5,34.38959251,62,2758.33935,221,2011767,2402740,NorfolkMassachusetts,"Norfolk County, MA",14100,36687,37213,Massachusetts,1961.911824,449556.6009,95,112,30,8765,281,-82,363,6,183,207,-20,1160,117,83,10,325,258,263,304,12165.57705,0.42550075,DEDHAM,,,,MA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DEFOREST WI,abies,5519350,6053,55,3499,9304,222,DEFOREST,276.2,127.8,148.4,2592.6,126.4285714,30.19047619,150.4761905,0.374821082,-2718.117647,103.6,836.8,129.6,265.0000061,280.0448868,51,1950.26247,222,537617,2267451,DaneWisconsin,"Dane County, WI",23676,30680,30610,Wisconsin,1981.927083,238254.902,76,116,27,10597,283,-137,420,206,-69,206,-69,801,100,26,39,291,93,291,93,1107363.982,0.063170597,DEFOREST,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DEL AIRE CA,abies,618352,1035,6,3428,10275,261,DEL AIRE,-1,-1,-1,4838.734206,248,0,147.6666667,-0.577989519,316.5136578,26.68438625,332,221.2825795,248.8984872,30,102,261.58899,261,-2034409,1446215,Los AngelesCalifornia,"Los Angeles County, CA",23028,29410,29127,California,1958.347356,509662.1025,180,103,54,3034,277,87,190,147,214,221,144,333,75,0,98,203,4,9,192,5148.139228,0.027860322,DEL AIRE CDP,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DELHI IA,abies,1919675,25001,19,225,474,222,DELHI,272.756235,128.243765,144.5124701,2639.393392,184.3874576,7.616381244,198.0014518,0.405440331,-2860,96,881,138,271.6666565,321.037037,51,266.76897,222,381622,2168405,DelawareIowa,"Delaware County, IA",20091,26796,21571,Iowa,1965.533333,134131.7365,79,120,27,10853,288,-147,435,210,-72,210,-72,877,113,25,43,332,89,332,89,1254199.279,0.065927678,DELHI,,,,IA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DENVER CO,abies,820000,17145,8,285797,668681,331,DENVER,276.1666667,125.1979167,150.96875,2779.020833,172.0320988,21.11851852,154.4049383,-0.053478107,-2384.820707,71.05208333,415.3958333,178.375,293.076389,1626.636169,52,40056.78534,331,-752555,1895482,AdamsColorado,"Adams County, CO",30522,32694,31327,Colorado,1967.441696,346200.4858,102,152,38,8397,308,-85,393,187,-1,213,-1,401,67,13,46,164,44,137,44,1208942.575,0.045207336,DENVER,,,,CO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DES PLAINES IL,abies,1719642,20095,17,24075,59757,222,DES PLAINES,284.875,119,165.875,3048.5,214.5641026,1.58974359,187.9230769,0.34615772,-2346.189189,110.75,927.5555556,146.7777778,274.1481561,196.7098941,52,3734.76558,222,665159,2143116,CookIllinois,"Cook County, IL",36948,32151,32202,Illinois,1967.564169,249933.7023,94,103,26,9841,285,-99,384,216,-38,216,-38,910,103,35,29,300,139,300,139,973145.3429,0.131303845,DESPLAINES,,,,IL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DEXTER MI,abies,2622160,30003,26,1704,4246,222,DEXTER,287.5,121.5,166,2868.5,163.8,19.8,191.2,0.323165208,-2266,114,848.5,144,271,269.141159,61,510.22803,222,989637,2211242,WashtenawMichigan,"Washtenaw County, MI",39929,34680,33880,Michigan,1987.131192,254697.7124,86,106,28,9569,278,-97,375,205,-29,205,-42,812,87,42,21,245,147,245,148,693050.9932,0.165893958,DEXTER,,,,MI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DOWNERS GROVE IL,abies,1720591,21013,17,20478,49446,222,DOWNERS GROVE,283.1111111,123.2222222,159.8888889,3170.666667,200,2.2,147.8571429,0.34885584,-2462.475,102,957.3,159.4,287.7000061,225.7181855,52,3778.79541,222,657884,2115589,Black HawkIowa,"Black Hawk County, IA",25683,32666,28369,Iowa,1970.836032,385124.5263,95,111,27,10057,292,-106,398,219,-42,219,-42,934,105,35,30,307,139,307,139,973228.1758,0.226641425,DOWNERS GROVE,,,,IL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DOWNEY CA,abies,619766,16039,6,35601,115498,261,DOWNEY,-1,-1,-1,5418.857143,212.8857143,0.114285714,138.8285714,-0.54633069,268.1612903,27.42857143,366,238.3333333,275.7777761,29.82543757,102,3255.61743,261,-2012600,1443444,Los AngelesCalifornia,"Los Angeles County, CA",23021,29410,29127,California,1962.512671,485006.921,181,117,53,3473,292,75,217,143,221,228,139,348,76,0,94,212,4,11,198,19836.10599,0.004768606,DOWNEY,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DRUMMOND MT,abies,3021850,36103,30,179,310,3320,DRUMMOND,247,161.159558,85.84044198,1451.935214,186.8131157,14.2390388,224.6766022,0.101968475,-3240.85295,96.1595574,346.7911862,128.6264414,254.4323234,1213.412371,41,147.62943,3320,-1309695,2749248,GraniteMontana,"Granite County, MT",25722,21313,19947,Montana,1958.492823,170132.7434,47,160,38,8284,274,-143,417,130,0,153,-60,293,43,15,35,110,54,92,57,696404.9005,0.023130329,DRUMMOND,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DUBLIN CA,abies,620018,16027,6,15782,58399,2620,DUBLIN,335,62.11111111,272.8888889,3532.444444,127.8717949,32.30769231,136.3333333,-0.312960178,-242.6842105,51.66666667,453.3,220.1,294.3333282,149.7476923,92,3944.55477,2620,-2233277,1937188,AlamedaCalifornia,"Alameda County, CA",23584,31335,29851,California,1990.953134,654803.9482,149,135,50,4624,296,31,265,89,203,207,89,421,85,1,83,217,6,9,217,23908.84002,0.026740127,DUBLIN,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
DULUTH MN,abies,2717000,32017,27,38208,87190,212,DULUTH,275.097561,134.7073171,140.3902439,1617.414634,153.0340909,24.72727273,170.5340909,0.444633153,-3092.104972,110.0243902,734.0731707,93.24390244,229.2195122,312.5987801,42,17547.18225,212,296340,2650124,St. LouisMinnesota,"St. Louis County, MN",17504,28929,24680,Minnesota,1955.7411,186605.3002,40,106,24,10690,248,-181,429,170,-106,170,-106,734,99,18,47,290,72,290,72,977019.5576,0.256200293,DULUTH,,,,MN,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
